"site_no","start_date","end_date","lam1","tau2","tau3","tau4","ar1","amplitude","phase","ma1","ma2","ma3","ma4","ma5","ma6","ma7","ma8","ma9","ma10","ma11","ma12","ma13","ma14","ma15","ma16","ma17","ma18","ma19","ma20","ma21","ma22","ma23","ma24","ma25","ma26","ma27","ma28","ma29","ma30","ma31","ma32","ma33","ma34","ma35","ma36","ma37","ma38","ma39","ma40","ma41","ma42","ma43","ma44","ma45","ml1","ml2","ml3","ml4","ml5","ml6","ml7","ml8","ml9","ml10","ml11","ml12","ml13","ml14","ml15","ml16","ml17","ml18","ml19","ml20","ml21","ml22","mh1","mh2","mh3","mh4","mh5","mh6","mh7","mh8","mh9","mh10","mh11","mh12","mh13","mh14","mh15","mh16","mh17","mh18","mh19","mh20","mh21","mh22","mh23","mh24","mh25","mh26","mh27","fl1","fl2","fl3","fh1","fh2","fh3","fh4","fh5","fh6","fh7","fh8","fh9","fh10","fh11","dl1","dl2","dl3","dl4","dl5","dl6","dl7","dl8","dl9","dl10","dl11","dl12","dl13","dl14","dl15","dl16","dl17","dl18","dl19","dl20","dh1","dh2","dh3","dh4","dh5","dh6","dh7","dh8","dh9","dh10","dh11","dh12","dh13","dh14","dh15","dh16","dh17","dh18","dh19","dh20","dh21","dh22","dh23","dh24","ta1","ta2","ta3","tl1","tl2","tl3","tl4","th1","th2","th3","ra1","ra2","ra3","ra4","ra5","ra6","ra7","ra8","ra9","comment"
"02342933","1963-10-01","2011-09-30",117.627,0.757,0.702,0.542,0.429,0.268,58.074,117.627,33.477,288.87,42.671,3.517,65.183,16.043,9.446,1.181,0.789,0.639,180.057,241.863,314.437,154.457,91.44,52.63,63.709,48.997,33.769,42.456,65.529,127.898,126.644,123.344,155.571,126.986,127.833,127.141,134.976,132.895,116.338,118.032,153.575,135.943,21.535,2.502,5.293,132.58,1.012,1.05,1.986,0.714,1.558,0.045,46.016,61.498,63.573,33.541,15.916,9.119,8.344,7.674,5.341,8.136,12.249,28.673,113.721,0.061,0.018,0.049,0.023,72.185,1.805,0.277,108.378,0.019,1371.471,1692.454,2650.091,1123.591,708.786,363.517,555.432,390.099,306.496,444.928,611.477,1040.041,175.032,107.823,48.137,6.533,2.788,7.451,0.598,38.208,92.933,51.772,42.211,19.653,23.363,33.267,23.147,8,46.175,6.129,15.136,34.018,84.409,33.887,11.295,15.25,13.75,15.136,7.818,2.5,0.773,2.08,1.954,2.328,3.86,9.1,108.378,94.704,90.397,86.963,95.917,0.062,0.069,0.115,0.297,0.106,11.708,67.447,0,NA,0,4279.319,2256.28,1195.911,490.18,295.026,78.496,78.31,75.732,59.414,54.089,128.11,35.78,14.668,3.498,5.464,63.069,16.302,5.548,2.467,6.039,36.919,267.671,0.682,302.75,0.266,42.576,0.166,348.153,31.543,0.016,0.019,153.716,51.028,0.199,159.829,360.863,65.241,507.827,0.277,0.326,0.151,109.432,7.99,"weighted"
"02343300","1958-10-01","1992-09-30",194.572,0.47,0.462,0.296,0.693,0.51,61.676,194.574,125,115.832,14.911,1.559,7.897,4.089,3.165,0.426,0.291,0.238,289.232,337.249,366.358,279.823,168.004,138.816,127.881,117.687,100.458,105.538,133.041,179.319,66.391,64.862,65.105,57,58.029,62.594,58.922,53.537,63.703,53.571,65.453,53.305,3.92,1.236,2.301,69.911,0.308,1.333,0.882,0.498,0.785,-0.002,133.507,160.8,172.6,129.16,78.307,59.067,58.79,55.496,47.663,58.07,67.683,97.087,63.277,0.278,0.186,0.248,0.206,30.999,18.604,0.558,41.375,0.248,1088.633,1143.234,1327.067,888.2,583.11,442.1,400.1,340.234,349.733,370.727,604,543.9,108.059,14.689,8.933,3.146,1.851,6.758,-0.048,16.12,17.59,8.087,8.16,3.395,6.508,12.541,4.887,10.4,54.83,0.6,15.534,29.389,39.533,6.833,16.167,11.933,3.4,15.534,10.7,2.4,0.4,36.263,35.08,37.766,49.444,66.112,41.375,40.472,40.544,41.784,35.605,0.289,0.301,0.394,0.588,0.403,7.752,44.533,0,NA,0,2353.633,1560.889,1000.743,506.772,371.213,50.805,40.264,34.83,28.715,26.391,18.898,8.024,4.061,2.505,5.656,46.029,11.463,3.31,2.001,5.898,26.704,296.284,0.433,313.033,0.572,67.464,0.22,344.908,33.798,0.016,0.004,140.214,44.278,0.44,95.279,238.754,43.215,287.622,0.297,0.19,0.096,109.567,5.718,"weighted"
"02343801","1928-10-01","2016-09-30",10281.602,0.447,0.419,0.285,0.899,0.531,64.861,10082.293,7480,87.148,9.052,1.348,10,4.365,3.278,0.258,0.165,0.133,12780.135,15862.486,17794.384,13470.11,9125.13,6976.148,7655.489,6631.268,5890.937,5814.969,7722.112,11571.437,51.2,48.001,53.85,55.667,50.125,48.834,45.751,44.399,46.045,45.619,53.314,54.207,5.828,1.041,2.289,72.019,0.343,1.228,1.209,0.636,0.928,-0.004,2962.39,4700.268,4665,3517.78,2285.171,1847.927,1989.634,1846.195,1477,1335.488,1524.951,3270.488,104.42,0.132,0.101,0.098,0.293,32.821,10.085,0.372,46.279,0.109,28233.659,33467.805,43731.707,32876.098,20711.463,15168.537,17906.341,13147.073,12408.049,11512.927,18587.073,26823.659,98.559,7.584,6.658,2.781,1.658,5.541,0.18,8.095,8.236,9.03,10.006,2.084,5.216,10.452,3.08,30.024,38.673,1,15.927,42.291,30.195,3.146,26.122,6.024,1.049,15.927,30.171,3.293,0.634,893.732,1697.085,2676.59,3565.826,4310.542,46.279,31.008,36.133,32.193,31.972,0.119,0.358,0.477,0.506,0.278,2.5,60.641,0.024,640.312,0,66463.415,58832.52,44806.516,25627.385,18138.914,65.431,64.981,61.953,44.775,41.822,8.885,5.99,3.426,2.487,5.3,42.81,7.024,5.012,3,5.698,9.214,269.098,1.707,298.073,0.688,73.155,0.108,11.722,66.594,0.008,0.03,152.456,44.391,0.23,2743.58,161.051,2611.002,149.755,0.479,0.176,0.192,172.22,8.454,"weighted"
"02343940","2002-10-01","2016-09-30",87.19,0.61,0.58,0.39,0.702,0.35,64.13,87.194,38.7,136.913,26.904,2.253,17.143,7.285,5.061,0.777,0.543,0.444,108.254,182.637,151.717,153.382,64.695,43.848,65.215,71.084,35.324,29.446,48.05,98.836,42.318,61.903,69.108,62.599,58.838,41.995,46.082,51.637,45.8,29.802,40.561,75.3,14.889,2.107,5.286,117.277,1.026,1.358,1.566,1.043,1.531,-0.011,56.686,61.807,60.421,53.464,28.139,21.074,24.079,24.709,17.668,21.1,27.611,34.275,85.484,0.303,0.169,0.286,0.182,49.434,16.915,0.513,69.668,0.198,300.021,584.4,731.764,630.529,264.829,131.189,220.229,217.929,117.07,61.861,129.507,422.029,191.819,21.461,19.562,4.961,2.341,14.934,-0.253,21.474,64.48,37.224,31.429,6.147,10.721,18.544,9.645,5,62.265,0,9,53.731,68.357,22.714,8.643,8.571,5.143,9,5.286,3.286,1.071,12.708,11.479,12.029,13.346,17.505,69.668,65.959,66.524,59.514,72.809,0.328,0.311,0.345,0.463,0.289,13.382,76.912,0,NA,0,1378.643,886.262,600.192,308.625,183.393,105.648,81.44,83.774,70.324,56.707,35.624,15.509,7.975,3.843,9.699,71.68,21.462,7.975,4.417,10.127,57.164,237.464,1.143,267.286,0.405,52.808,0.3,349.947,29.049,0.022,0.036,151.312,46.128,0.227,41.863,415.377,17.923,556.935,0.292,0.111,0.067,103,7.275,"none"
"02344350","1985-10-01","2016-09-30",179.32,0.62,0.63,0.47,0.585,0.21,45.483,179.316,83,185.399,20.854,2.16,15.25,5.263,3.698,0.617,0.376,0.296,239.975,289.106,298.365,186.575,129.803,124.334,170.679,94.071,114.672,131.5,164.301,214.014,112.834,114.506,120.54,95.667,101.699,94.155,112.5,104.044,122.927,147.298,121.091,114.689,8.599,1.193,2.555,86.843,0.361,1.412,1.294,0.907,1.047,0.068,77.429,88.094,86.758,66.761,40.629,30.864,29.31,26.404,22.772,27.023,41.91,59.661,65.998,0.176,0.088,0.175,0.103,38.205,8.761,0.325,44.388,0.118,1355.355,1580.742,1926.194,913.774,690.871,637.265,1199.542,473.803,784.042,1166.126,1017.623,1349.194,120.441,36.286,21.778,4.41,1.916,7.984,0.32,28.9,23.623,15.346,15.978,7.046,11.063,17.214,9.219,12.871,42.401,2.667,23.774,28.831,53.968,21.29,21.806,20.645,11.484,23.774,13,3.387,0.677,15.017,15.549,17.288,28.692,50.999,44.388,44.109,46.527,44.099,41.48,0.181,0.208,0.346,0.518,0.289,7.3,31.768,0,NA,0,3670.323,2276.914,1254.36,545.659,350.269,68.314,68.908,66.353,47.805,40.749,44.221,15.113,6.574,2.843,3.381,41.602,8.461,2.618,1.859,3.85,21.624,278.226,0.548,325.258,0.479,56.71,0.107,343.491,31.804,0.01,0.016,132.38,72.845,0.296,159.162,273.382,84.249,329.32,0.337,0.346,0.148,116.516,6.464,"none"
"02344478","2003-10-01","2016-09-30",12.833,0.615,0.569,0.437,0.342,0.235,51.486,12.154,6.465,180.967,59.627,1.88,19.239,6.986,4.862,1.584,1.041,0.847,13.951,20.667,22.446,14.525,9.671,6.824,12.155,5.932,7.565,7.23,9.83,15.487,82.433,114.709,94.311,59.559,77.886,103.162,134.129,129.097,152.558,127.626,129.344,122.09,8.365,1.381,2.718,94.995,0.396,0.942,1.758,0.845,1.665,0.141,6.805,7.304,8.345,7.44,3.774,2.615,2.103,2.17,1.504,2.408,3.838,4.661,85.331,0.129,0.075,0.099,0.087,102.912,7.49,0.439,141.061,0.094,63,114.682,112.545,51.536,54.19,39.775,147.892,35.46,51.354,56.636,76.664,104.036,170.047,32.124,15.932,3.482,1.968,17.853,0.435,23.531,28.112,13.441,15.468,7.098,11.229,19.121,9.245,10.545,67.636,3.6,17.545,27.848,47.273,13.909,15.091,16.818,8.273,17.545,10.455,3.273,0.818,1.213,1.161,1.213,1.898,3.008,141.061,169.474,163.431,102.842,77.026,0.188,0.188,0.294,0.405,0.181,6.857,55.677,1.273,331.662,0,303.545,148.797,82.494,37.952,24.061,111.782,87.019,70.673,50.667,41.394,46.952,12.76,5.87,2.948,4.25,82.099,12.176,2.811,1.681,5.229,26.911,239.818,0.636,307.182,0.172,37.652,0.3,329.62,42.546,0.029,0.008,114.575,72.809,0.181,11.239,399.162,5.006,561.722,0.302,0.199,0.118,131.727,7.274,"weighted"
"02344500","1937-10-01","2016-09-30",332.96,0.59,0.55,0.39,0.803,0.39,59.775,332.957,173,154.77,18.818,1.925,16.091,5.915,4.118,0.539,0.345,0.275,477.957,584.796,667.858,485.399,279.716,218.022,245.778,150.822,125.483,158.357,243.757,371.491,73.229,74.869,82.903,77.983,73.535,76.082,79.68,75.068,77.591,82.978,69.992,76.526,11.381,1.473,3.02,92.788,0.442,1.224,1.401,0.471,1.062,-0.022,180.484,210.846,221.624,170.965,99.896,71.158,63.274,51.561,40.814,50.372,82.085,127.543,74.931,0.162,0.089,0.152,0.103,54.335,8.894,0.412,67.079,0.112,1778.139,2013.949,2746.342,1852.835,1066.405,882.843,1184.725,539.203,533.661,810.597,971.448,1433.266,138.374,23.647,16.185,4.092,2.023,8.137,-0.115,18.229,33.245,19.907,20.489,5.345,9.2,15.633,7.424,8.848,49.664,2.962,13.937,36.011,55.253,15.81,13.051,11.506,5.278,13.937,8.873,3.253,0.557,30.534,31.896,34.646,48.67,79.227,67.079,66.391,63.891,53.28,49.588,0.176,0.2,0.281,0.491,0.254,9.667,43.643,0,NA,0,4958.354,3911.945,2415.832,1074.432,693.61,75.9,69.27,60.136,44.258,38.339,28.661,13.964,6.211,2.914,6.267,45.883,14.106,4.823,3.01,6.564,32.317,282.101,0.785,310.772,0.493,57.736,0.051,350.677,31.867,0.004,0.016,153.268,57.014,0.184,148.127,296.79,90.068,314.884,0.362,0.182,0.111,101.241,10.455,"none"
"02344700","1964-10-01","2016-09-30",125.17,0.61,0.57,0.41,0.596,0.33,55.418,125.167,64,173.158,25.675,1.956,20.078,6.921,4.702,0.721,0.465,0.372,186.69,232.138,243.727,165.709,107.939,74.929,90.338,56.461,42.423,62.007,101.095,144.284,81.679,87.398,94.445,78.265,84.547,73.103,91.238,90.437,87.055,100.555,84.482,85.207,10.924,1.556,3.203,96.355,0.476,1.239,1.621,0.555,1.221,0.042,69.063,78.937,80.812,61.75,35.227,24.127,18.759,16.092,12.192,16.858,30.64,49.514,81.317,0.123,0.067,0.119,0.08,56.08,6.678,0.4,67.615,0.08,831.763,1043.75,1319.269,737.265,530.31,298.625,699.998,253.937,199.288,384.307,523.988,652.331,162.758,28.151,17.344,4.016,2.031,9.939,0.167,25.004,34.734,18.287,18.421,6.697,10.77,17.666,8.658,8.442,45.57,3.792,15.462,33.139,54.519,15.596,13.077,13.442,6.981,15.462,8.327,2.885,0.692,8.076,8.391,9.317,14.409,25.429,67.615,66.939,65.395,57.311,54.79,0.126,0.146,0.225,0.432,0.2,9.812,56.257,0,NA,0,2525.404,1602.974,925.752,407.276,262.632,92.692,77.242,66.126,46.43,41.156,39.459,14.465,6.364,2.981,5.176,45.146,14.122,4.062,2.234,5.861,34.492,267.221,0.615,302.308,0.395,50.562,0.064,347.526,31.44,0.006,0.016,153.167,58.902,0.222,84.095,385.713,42.335,405.17,0.321,0.219,0.129,102.808,8.379,"none"
"02344872","2004-10-01","2016-09-30",773.39,0.62,0.53,0.35,0.891,0.41,50.429,773.387,385,140.288,20.305,2.009,29.503,10.31,6.849,0.569,0.392,0.323,1112.559,1377.959,1443.516,1120.417,547.852,368.591,649.194,292.734,212.497,329.843,646.364,1208.692,71.182,72.03,73.286,62.589,62.43,53.046,70.352,78.429,80.501,90.836,74.652,95.942,9.436,1.818,3.908,107.329,0.57,0.974,1.84,1.104,1.743,0.084,465.333,522,576.417,426.583,208.9,130.375,134.292,112.292,69.867,95.042,172.708,288.533,89.614,0.128,0.067,0.119,0.074,48.9,6.709,0.412,66.142,0.059,3917.5,4034.167,4402.5,3288.167,1670.833,956.208,3071.35,900.558,739.683,1237.017,2307.958,5111.917,147.878,17.804,17.244,4.468,2.242,9.381,0.832,11.45,52.741,23.475,22.855,5.209,8.509,13.752,7.237,7.417,51.57,2.857,12,44.523,63,18.833,9.25,10.917,5.167,12,7.5,2,0.917,47.142,41.607,44.173,68.989,107.187,66.142,57.864,59.3,53.35,59.19,0.122,0.115,0.179,0.327,0.151,10.709,63.297,0,NA,0,9091.667,7811.111,5469.012,2532.419,1658.788,99.953,92.406,86.916,63.392,53.131,23.615,14.205,6.578,3.115,6.418,53.935,20.101,5.771,3.645,7.604,38.576,259.833,1.667,298.5,0.494,62.637,0.219,353.068,33.436,0.026,0.033,144.359,51.489,0.268,280.95,260.76,167.422,289.688,0.368,0.171,0.106,96.417,5.407,"none"
"02346180","1966-10-01","1992-09-30",1539.83,0.51,0.48,0.32,0.872,0.57,61.069,1539.831,978,121.728,12.128,1.574,10.671,4.74,3.465,0.344,0.226,0.18,2404.269,2698.527,3096.285,2385.595,1456.842,987.749,852.723,808.345,539.726,637.243,952.826,1718.184,53.067,58.241,66.201,61.161,50.864,51.986,53.329,61.168,50.446,62.901,54.252,56.426,6.772,1.225,2.514,81.36,0.281,1.262,1.218,0.308,0.93,-0.009,1115.5,1197.846,1229.308,961.038,683.654,426.269,396.654,303.577,255.923,280.885,460.154,754.962,65.936,0.181,0.12,0.165,0.136,41.325,11.971,0.521,49.387,0.149,6349.115,7433.462,10303.846,7573.846,3942.885,2581.038,2206.538,2353.769,1489.346,2197.192,2681.923,4612.692,109.5,15.254,11.247,3.252,1.8,4.811,-0.08,12.853,28.262,13.601,14.761,3.576,6.606,12.492,4.909,6.654,43.753,3,11.962,30.141,41.615,8.846,10.538,8.654,2.692,11.962,6.423,2.308,0.385,182.154,178.069,190.095,253.704,386.525,49.387,47.961,44.714,36.922,43.165,0.186,0.194,0.259,0.519,0.305,13.875,57.281,0,NA,0,15680.385,13673.846,9508.462,4575.238,3063.48,46.49,47.093,42.638,35.319,33.873,16.033,9.722,4.678,2.699,6.481,40.68,17.452,4.809,3.286,7.634,44.786,294.538,0.962,305.654,0.623,70.74,0.2,355.263,27.5,0.009,0.014,158.056,42.467,0.479,490.702,248.662,259.476,239.049,0.339,0.124,0.082,92.538,7.426,"none"
"02346310","2003-10-01","2016-09-30",11.05,0.64,0.63,0.48,0.309,0.23,49.775,11.045,5.23,205.686,65.266,2.112,18.611,7.093,4.873,1.767,1.184,0.957,12.47,19.106,17.923,15.698,8.597,6.085,9.028,4.813,6.81,5.98,9.053,17.469,106.874,133.831,107.438,97.846,98.892,103.271,140.996,147.284,170.909,147.927,160.166,146.579,7.169,1.502,2.832,94.4,0.439,1.162,1.379,0.97,1.336,0.06,5.682,6.968,6.834,5.633,3.051,2.218,1.66,1.177,1.099,1.751,2.363,3.028,89.176,0.109,0.057,0.089,0.073,98.228,5.73,0.376,123.972,0.07,73.6,117.731,107.564,102.372,55.749,29.253,111.383,33.878,55.036,49.055,81.708,127.654,139.93,50.936,22.945,3.843,1.91,14.518,0.21,29.605,25.375,15.299,17.349,7.347,12.884,20.516,9.82,12.231,61.289,3.625,23.231,19.102,50.846,18.154,20,20.385,11.385,23.231,12.231,1.923,1.231,0.662,0.568,0.621,1.303,2.588,123.972,93.043,88.681,54.252,36.925,0.127,0.119,0.249,0.392,0.207,7.125,43.661,1.231,360.555,0,281.546,141.336,77.351,35.405,22.133,88.959,69.114,63.808,48.234,44.253,53.833,14.79,6.77,3.037,2.833,69.268,9.151,2.494,1.595,3.927,23.123,210.846,0.692,279.538,0.157,36.812,0.176,335.389,30.297,0.024,0.011,155.372,59.94,0.181,12.879,319.532,5.763,465.359,0.304,0.286,0.12,141.462,6.3,"none"
"02346500","1937-10-01","1970-09-30",228.95,0.55,0.53,0.38,0.784,0.49,68.776,228.949,129,148.52,17.802,1.775,11.2,5.268,3.862,0.497,0.342,0.278,306.961,398.964,528.931,394.166,215.193,148.39,145.55,98.758,90.785,72.742,134.005,223.279,57.522,58.419,79.21,67.845,63.552,65.633,64.259,69.339,73.802,42.99,52.142,70.78,8.516,1.492,2.975,92.077,0.485,1.231,1.165,0.42,0.829,-0.031,140.576,177.606,208.212,165.212,92.364,61.248,51.988,36.367,29.582,37.112,51.9,85.242,78.269,0.153,0.09,0.156,0.116,45.708,8.992,0.49,58.7,0.115,989.485,1315,2147.848,1437.939,725.121,508.485,507.576,354.485,450.697,221.818,526.848,828.212,129.42,23.259,15.54,3.473,1.946,6.392,-0.635,17.757,28.979,17.078,19.465,4.349,8.515,15.406,6.341,9.212,35.254,3.625,12.364,27.638,47.273,12.364,12.848,10.333,4.364,12.364,9.242,3.333,0.606,21.384,24.119,26.659,35.296,49.51,58.7,56.126,52.97,48.784,44.352,0.166,0.207,0.274,0.504,0.31,9,52.167,0,NA,0,3302.727,2642.99,1664.779,763.136,500.346,45.569,45.474,45.156,40.356,36.2,25.603,12.905,5.916,2.897,6.786,55.322,14.211,4.575,2.833,7.4,30.741,285.076,0.667,307.121,0.494,62.509,0.167,360.121,23.979,0.012,0.014,162.142,52.813,0.271,98.828,288.12,57.126,321.474,0.345,0.164,0.111,119.818,10.331,"none"
"02349000","1951-10-01","1970-09-30",164.2,0.13,0.31,0.25,0.731,0.38,73.465,164.197,154,26.062,3.76,1.066,1.694,1.409,1.309,0.105,0.068,0.053,172.088,181.21,186.903,182.321,169.63,157.77,158.311,149.666,149.116,146.801,151.182,166.333,15.954,18.402,20.4,17.936,21.182,16.948,16.052,13.966,18.471,11.328,10.966,17.923,1.133,0.235,0.498,18.776,0.022,1.998,0.378,0.2,0.322,-0.019,147.895,150.368,154.474,152.789,138.421,133.316,130.947,128.895,127.632,130.632,137.421,141.368,14.251,0.784,0.737,0.799,0.757,6.197,73.667,0.892,10.901,1.468,269.579,288.211,339.737,296.842,337.737,255.421,238.737,218.421,256.579,208.579,210.053,268.474,51.947,2.951,2.26,1.364,1.156,7.123,0.554,6.575,2.5,1.252,2.091,1.434,4.135,9.091,1.603,11.632,83.855,0,19.158,27.026,1.211,0.053,19,0.842,0.053,19.158,12.895,5.474,0.474,120.632,123.196,125.235,130.371,136.848,10.901,10.548,10.95,11.054,11.513,0.783,0.813,0.847,0.883,0.805,5.9,57.392,0,NA,0,540.474,402.807,309.579,221.918,195.145,51.107,34.775,26.739,19.397,14.994,3.51,2.01,1.441,1.348,3.368,64.685,9.421,1.438,1,4.709,21.403,293.263,0.474,313.789,0.723,75.512,0.182,348.271,31.549,0.013,0.008,179.899,59.89,0.395,22.627,197.161,14.357,194.625,0.304,0.058,0.041,117.842,10.157,"none"
"02349500","1904-10-01","2003-09-30",3510.406,0.447,0.467,0.3,0.917,0.579,67.277,3487.538,2326.41,97.64,8.506,1.5,6.787,3.529,2.753,0.247,0.162,0.131,4764.074,5885.532,6776.604,5452.876,3268.793,2362.138,2582.12,2039.467,1520.307,1680.089,2111.112,3539.867,39.812,45.88,53.496,47.865,39.787,35.123,35.439,35.889,32.646,35.336,35.344,43.684,8.943,1.214,2.323,75.915,0.376,1.203,1.19,0.446,0.81,0.015,2525,2963.333,3167.564,2671.923,1786.346,1399.128,1333.846,1168.308,1007.744,1030.462,1249.706,1821.91,54.639,0.353,0.248,0.349,0.262,24.277,24.856,0.615,28.102,0.289,10226.539,13567.436,18248.59,13882.564,7353.718,4910.141,6182.603,4068.795,3066.32,3873.628,5091.218,8741.154,119.869,10.072,8.356,3.014,1.714,5.732,-0.072,9.845,28.635,15.322,14.22,3.047,6.382,12.001,4.264,6.256,41.875,0,8.539,34.243,36.576,5.731,8.936,5.359,1.538,8.539,6.129,2.206,0.564,837.295,851.299,877.924,999.724,1238.197,28.102,27.541,27.189,28.087,28.148,0.36,0.378,0.43,0.624,0.444,13.906,52.282,0,NA,0,28551.154,25308.589,19139.836,9701.043,6747.065,64.61,64.373,57.307,40.04,34.478,12.272,8.23,4.172,2.57,9.62,52.989,20.771,6.871,3.728,10.805,47.985,283.756,1.141,304.987,0.731,79.975,0.105,361.735,23.102,0.007,0.021,158.781,39.249,0.237,695.056,267.34,437.204,238.032,0.355,0.091,0.059,76.769,11.991,"weighted"
"02349605","1904-10-01","2016-09-30",3419.406,0.447,0.468,0.309,0.923,0.56,65.713,3398.807,2249.89,97.585,8.829,1.511,7.201,3.65,2.834,0.255,0.167,0.135,4663.712,5718.798,6485.87,5329.716,3126.497,2270.103,2506.223,1953.101,1515.136,1637.35,2123.424,3585.396,40.292,45.371,53.118,47.403,39.514,34.351,34.289,34.318,32.574,34.624,36.054,46.173,9.138,1.194,2.366,77.552,0.363,1.164,1.27,0.496,0.878,0.015,2484.505,2899.45,3078.461,2589.329,1719.143,1342.989,1286.351,1139.528,976.055,1011.484,1222.945,1774.066,56.141,0.356,0.249,0.355,0.262,25.471,24.849,0.612,30.413,0.278,10041.759,12955.385,17394.066,13516.374,7001.429,4659.065,6024.824,3831.604,3081.154,3709.451,5144.418,9004.066,120.261,9.981,8.586,3.061,1.728,5.994,-0.107,9.363,30.536,15.922,14.965,3.125,6.381,12.018,4.31,5.769,51.875,0,8.44,37.107,37.868,6.011,8.637,5.407,1.56,8.44,5.605,2.275,0.561,810.616,824.011,849.571,969.87,1198.342,30.413,29.998,29.693,30.198,31.024,0.36,0.378,0.431,0.61,0.425,13.828,69.903,0,NA,0,27340.879,24323.407,18590.895,9493.638,6582.55,65.743,65.49,58.72,42.119,36.502,12.151,8.267,4.223,2.625,9.663,60.487,21.684,7.043,3.881,10.962,53.264,280.967,1.297,303.748,0.73,79.597,0.091,360.239,25.206,0.006,0.026,158.253,42.299,0.221,668.64,265.394,418.121,238.437,0.357,0.088,0.057,76.494,11.79,"weighted"
"02349900","1958-10-01","2016-09-30",42.53,0.68,0.62,0.41,0.654,0.39,62.91,42.527,14,196.664,41.107,3.038,25.641,10,6.794,1.229,0.873,0.726,68.576,97.205,95.255,65.88,31.432,24.503,30.015,18.054,13.924,11.672,16.936,40.136,76.506,80.129,76.365,78.891,77.421,80.175,91.54,85.005,58.676,47.307,57.921,71.353,15.685,2.562,5.904,123.627,1.269,0.895,2.691,0.677,1.394,0.036,24.61,34.674,33.757,20.139,9.483,6.648,6.677,5.997,4.971,5.668,7.705,13.537,110.835,0.256,0.097,0.25,0.106,50.595,9.734,0.436,40.327,0.073,298.546,414.229,462.59,313.857,166.769,128.403,216.506,95.845,81.961,44.502,75.79,180.725,169.355,50.246,30.357,7.143,3.057,13.447,-1.114,19.693,95.044,62.517,40.902,11.316,16.378,23.681,16.365,6.914,54.678,2.2,9.362,45.038,91.534,37.069,8.966,9.345,8.448,9.362,7.052,3.19,0.672,3.453,3.552,3.72,4.529,6.824,40.327,39.08,39.05,44.238,77.476,0.247,0.266,0.323,0.45,0.279,10.756,72.017,0,NA,0,935.428,598.789,360.497,167.18,103.809,74.438,67.637,60.225,46.754,48.379,66.816,25.75,11.941,3.992,8.375,71.615,20.443,9.831,4.397,9.786,41.337,264.793,0.69,294.103,0.295,41.548,0.06,339.304,36.597,0.005,0.019,156.427,51.809,0.205,29.773,354.249,13.87,437.365,0.29,0.154,0.097,105.517,10.659,"none"
"02350080","1993-10-01","2012-09-30",60.668,0.579,0.56,0.418,0.642,0.304,56.367,59.609,29.2,150.117,26.311,2.041,12.913,5.48,3.979,0.758,0.504,0.409,84.641,86.545,90.536,89.926,51.089,46.321,33.194,27.979,45.009,26.76,33.771,101.193,57.287,62.786,68.256,72.091,92.807,64.745,67.703,81.974,70.19,38.772,48.326,87.117,13.437,1.682,3.568,114.025,0.743,0.971,2.045,0.99,2.045,0.18,36.333,40.689,38.733,30.533,15.543,12.328,9.464,10.143,10.944,15.784,20.107,28.052,78.247,0.168,0.094,0.144,0.129,44.268,9.355,0.455,74.635,0.087,314.067,284.978,355.033,352.456,295.878,205.678,202.867,109.589,168.778,83.956,110.167,688.089,179.395,24.041,18.989,4.041,1.949,15.689,0.044,16.945,55.248,28.48,27.8,8.24,11.725,19.711,9.407,6,55.902,2.333,11,29.458,52.111,17.444,8.667,9.556,5.556,11,6.111,2.333,1.889,5.347,6.354,6.996,9.711,15.468,74.635,70.731,62.898,46.601,44.13,0.183,0.24,0.333,0.49,0.313,17.5,61.47,0,NA,0,1040.444,693.03,461.03,206.427,126.191,112.89,87.118,85.936,65.862,67.91,35.632,15.789,7.069,3.039,7.556,71.197,21.605,5.518,3.204,8.378,48.314,195.5,1.667,267.778,0.404,57.643,0.235,312.435,29.854,0.041,0.041,141.661,59.471,0.214,33.147,420.359,15.311,514.277,0.308,0.131,0.084,114.333,5.651,"weighted"
